Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
29,Adrian Branch\brancad01,SF,23,LAL,32,0,6.8,1.5,3,0.5,0,0.1,0,1.5,2.9,0.511,0.5,1.3,1.7,0.778,0.7,0.9,1.7,0.5,0.5,0.1,0.8,1.2,4.3
30,Randy Breuer\breuera01,C,26,MIL,76,10,19.3,3.2,6.5,0.485,0,0,,3.2,6.5,0.485,0.485,1.6,2.7,0.584,1.7,2.9,4.6,0.6,0.7,0.8,1.3,3,7.9
31,Frank Brickowski\brickfr01,PF-C,27,TOT,44,0,11.1,1.4,2.8,0.508,0,0.1,0,1.4,2.7,0.525,0.508,1.1,1.6,0.714,1.1,1.5,2.6,0.4,0.5,0.1,0.7,2.7,4
31,Frank Brickowski\brickfr01,PF,27,LAL,37,0,10.9,1.4,2.5,0.564,0,0,,1.4,2.5,0.564,0.564,1.1,1.6,0.678,1.1,1.5,2.6,0.3,0.4,0.1,0.7,2.8,3.9
31,Frank Brickowski\brickfr01,C,27,SAS,7,0,11.9,1.4,4.3,0.333,0,0.6,0,1.4,3.7,0.385,0.333,1.4,1.6,0.909,1.1,1.6,2.7,0.7,0.9,0.3,1,1.9,4.3
32,Junior Bridgeman\bridgju01,SF,33,MIL,34,4,12.3,2.3,5,0.462,0,0.2,0.167,2.3,4.9,0.473,0.465,0.5,0.6,0.8,0.4,1.1,1.5,1,0.3,0.1,0.4,1.5,5.1
33,Mike Brittain\brittmi01,C,23,SAS,6,0,4.8,0.7,1.5,0.444,0,0,,0.7,1.5,0.444,0.444,0.2,0.3,0.5,0.3,0.3,0.7,0.3,0.2,0,0.3,0.5,1.5
34,Michael Brooks\brookmi01,SF,28,IND,10,0,14.8,1.3,3.7,0.351,0,0,,1.3,3.7,0.351,0.351,0.7,1,0.7,0.9,1.9,2.8,1.1,0.9,0,1.1,1.9,3.3
35,Mike Brown\brownmi01,C,23,CHI,62,3,13.2,1.7,3.2,0.527,0,0,,1.7,3.2,0.527,0.527,0.7,1.2,0.639,1.1,2.3,3.5,0.4,0.3,0.1,1,2.1,4.2
36,Tony Brown\brownto01,SG,26,NJN,77,67,30.4,4.6,10.5,0.442,0.1,0.3,0.25,4.6,10.3,0.447,0.445,2,2.7,0.738,1.1,1.8,2.8,3.4,1.2,0.2,2,3.5,11.3
37,Michael Cage\cagemi01,PF,25,LAC,80,76,36.5,5.7,11,0.521,0,0,0,5.7,10.9,0.522,0.521,4.3,5.8,0.73,4.4,7.1,11.5,1.6,1.2,0.8,2.1,2.8,15.7
38,Tony Campbell\campbto01,SF,24,DET,40,0,8.3,1.4,3.6,0.393,0,0.1,0,1.4,3.6,0.401,0.393,0.6,1,0.615,0.5,0.9,1.5,0.5,0.3,0,0.9,1,3.5
39,Rick Carlisle\carliri01,SG,27,BOS,42,0,7.1,0.7,2.2,0.326,0.1,0.4,0.313,0.6,1.8,0.329,0.353,0.4,0.5,0.75,0.2,0.5,0.7,0.8,0.2,0,0.6,0.7,1.9
40,Antoine Carr\carran01,PF,25,ATL,65,2,10.7,2.1,4.1,0.506,0,0,0.333,2,4,0.508,0.508,1.1,1.6,0.709,0.9,1.5,2.4,0.5,0.2,0.7,0.6,2.2,5.3
41,Kenny Carr\carrke01,PF,31,POR,49,43,29.4,4.1,8.1,0.504,0,0,0,4.1,8.1,0.506,0.504,2.6,3.4,0.746,2.7,7.5,10.2,1.7,0.6,0.3,2.1,3.2,10.8
42,Joe Barry Carroll\carrojo01,C,28,GSW,81,81,33.6,8.5,18,0.472,0,0,,8.5,18,0.472,0.472,4.2,5.3,0.787,2.1,5.1,7.3,2.6,1.1,1.5,2.8,3.1,21.2
43,Bill Cartwright\cartwbi01,C,29,NYK,58,50,34.3,5.8,10.9,0.531,0,0,,5.8,10.9,0.531,0.531,6,7.6,0.79,2.3,5.4,7.7,1.7,0.7,0.4,2.2,3.2,17.5
44,Terry Catledge\catlete01,PF,23,WSB,78,77,27.6,5.3,10.7,0.495,0,0.1,0,5.3,10.7,0.497,0.495,2.6,4.3,0.594,3.2,4,7.2,0.7,0.6,0.2,1.9,2.5,13.1
45,Tom Chambers\chambto01,PF,27,SEA,82,82,36.8,8,17.6,0.456,0.7,1.8,0.372,7.4,15.9,0.466,0.475,6.5,7.7,0.849,2,4.7,6.6,3,1,0.6,3.3,3.7,23.3
46,Maurice Cheeks*\cheekma01,PG,30,PHI,68,68,38.6,6.1,11.6,0.527,0.1,0.3,0.235,6,11.3,0.533,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,2.6,0.2,2.5,1.6,15.6
47,Fred Cofield\cofiefr01,PG,25,CHI,5,0,5.4,0.4,2.2,0.182,0,0.2,0,0.4,2,0.2,0.182,0,0,,0.2,0.8,1,0.8,0.4,0,0.2,0.2,0.8
48,Ben Coleman\colembe01,C,25,NJN,68,7,15.1,2.7,4.6,0.581,0,0,0,2.7,4.6,0.583,0.581,1.3,1.8,0.727,1.5,2.8,4.2,0.5,0.5,0.5,1.4,2.9,6.6
49,Don Collins\collido02,SF,28,MIL,6,0,9.5,1.7,4.7,0.357,0,0,,1.7,4.7,0.357,0.357,0.8,1.2,0.714,1.8,0.7,2.5,0.3,0.3,0.2,0.8,1.8,4.2
50,Steve Colter\coltest01,PG,24,TOT,70,31,18.9,2.4,5.7,0.426,0.1,0.2,0.235,2.4,5.4,0.434,0.431,1.2,1.5,0.766,0.3,1.2,1.5,3,0.8,0.2,1,1.4,6.1
50,Steve Colter\coltest01,PG,24,CHI,27,18,17.5,1.8,5.3,0.345,0,0.3,0,1.8,4.9,0.368,0.345,1.2,1.4,0.846,0.3,1.2,1.6,3.5,0.7,0.2,1.2,1.4,4.9
50,Steve Colter\coltest01,PG,24,PHI,43,13,19.7,2.8,5.9,0.471,0.1,0.2,0.5,2.7,5.7,0.47,0.478,1.1,1.6,0.721,0.3,1.2,1.5,2.7,0.9,0.1,0.9,1.4,6.8
51,Darwin Cook\cookda01,SG,28,WSB,82,2,17.3,3.2,7.6,0.426,0,0.3,0.087,3.2,7.3,0.439,0.428,1,1.3,0.796,0.6,1.2,1.8,1.8,1.2,0.2,1.2,1.7,7.5
52,Michael Cooper\coopemi01,SG,30,LAL,82,2,27.5,3.9,9,0.438,1.1,2.8,0.385,2.8,6.2,0.461,0.498,1.5,1.8,0.851,0.7,2.4,3.1,4.5,1,0.5,1.2,2.4,10.5
53,Wayne Cooper\coopewa01,C,30,DEN,69,64,22.6,3.4,7.6,0.448,0,0,0,3.4,7.6,0.451,0.448,1.1,1.6,0.725,2.3,4.5,6.9,1,0.2,1.5,1.1,3.7,8
54,Tyrone Corbin\corbity01,SF,24,TOT,63,15,18.6,2.5,6,0.409,0,0.1,0.25,2.5,6,0.411,0.411,1.4,2,0.734,1.4,2,3.4,1.5,0.9,0.1,1,2,6.4
54,Tyrone Corbin\corbity01,SF,24,SAS,31,15,23.6,3.6,8.5,0.428,0,0,,3.6,8.5,0.428,0.428,1.6,2.2,0.731,1.7,2.2,3.8,2.6,1.2,0.1,1.5,2.6,8.9
54,Tyrone Corbin\corbity01,SF,24,CLE,32,0,13.7,1.3,3.7,0.368,0,0.1,0.25,1.3,3.5,0.372,0.372,1.3,1.8,0.737,1.1,1.9,3,0.5,0.5,0.1,0.6,1.5,4
55,Dave Corzine\corzida01,C,30,CHI,82,39,27.9,3.6,7.5,0.475,0,0.1,0,3.6,7.5,0.479,0.475,1.2,1.6,0.736,2.4,4.2,6.6,2.5,0.5,1.1,1.4,2.5,8.3
56,Pat Cummings\cummipa01,PF,30,NYK,49,11,21.6,3.5,7.8,0.45,0,0,,3.5,7.8,0.45,0.45,1.6,2.2,0.718,2.5,3.9,6.4,0.8,0.5,0.1,1.7,3,8.6
57,Terry Cummings\cummite01,PF,25,MIL,82,77,33.8,8.9,17.4,0.511,0,0,0,8.9,17.4,0.512,0.511,3,4.6,0.662,2.6,5.9,8.5,2.8,1.6,1,2.1,3.6,20.8
58,Earl Cureton\curetea01,C,29,TOT,78,47,25.3,3.1,6.5,0.476,0,0,0,3.1,6.5,0.478,0.476,1.1,1.9,0.539,2.7,3.1,5.8,1.6,0.4,0.7,1,2.4,7.3
58,Earl Cureton\curetea01,C,29,CHI,43,36,25.7,3,6.4,0.467,0,0,0,3,6.4,0.469,0.467,0.9,1.7,0.534,2.6,2.7,5.3,1.6,0.3,0.6,1,2.4,6.9
58,Earl Cureton\curetea01,C,29,LAC,35,11,24.8,3.3,6.7,0.487,0,0,0,3.3,6.7,0.489,0.487,1.2,2.3,0.544,2.8,3.6,6.4,1.5,0.5,0.9,1,2.5,7.7
59,Dell Curry\curryde01,SG,22,UTA,67,0,9.5,2.1,4.9,0.426,0.3,0.9,0.283,1.8,4,0.459,0.452,0.4,0.6,0.789,0.4,0.7,1.2,0.9,0.4,0.1,0.7,1.3,4.9
60,Quintin Dailey\dailequ01,SG,26,LAC,49,5,18.9,4.1,10,0.407,0,0.2,0.1,4.1,9.8,0.414,0.408,2.4,3.2,0.768,0.7,1,1.7,1.6,0.9,0.2,1.4,2.3,10.6
61,Adrian Dantley*\dantlad01,SF,31,DET,81,81,33.8,7.4,13.9,0.534,0,0.1,0.167,7.4,13.8,0.536,0.534,6.7,8.2,0.812,1.3,2.8,4.1,2,0.8,0.1,2.2,2.4,21.5
62,Brad Daugherty\daughbr01,C,21,CLE,80,80,33.7,6.1,11.3,0.538,0,0,,6.1,11.3,0.538,0.538,3.5,5,0.696,1.9,6.2,8.1,3.8,0.6,0.8,3.1,3.1,15.7
63,Brad Davis\davisbr01,PG,31,DAL,82,6,19.3,2.4,5.3,0.456,0.4,1.3,0.302,2,4,0.506,0.493,1.8,2.1,0.86,0.3,1.1,1.4,4.5,0.8,0.1,1.4,1.9,7
64,Walter Davis\daviswa03,SG,32,PHO,79,79,33.5,9.9,19.2,0.514,0.3,1,0.259,9.6,18.2,0.529,0.521,3.6,4.2,0.862,1.1,1.9,3.1,4.6,1.2,0.1,2.9,2.3,23.6
65,Darryl Dawkins\dawkida01,C,30,NJN,6,2,17.7,3.3,5.3,0.625,0,0,,3.3,5.3,0.625,0.625,2.8,4,0.708,1.5,1.7,3.2,0.3,0.3,0.5,2.5,4.2,9.5
66,Johnny Dawkins\dawkijo01,PG,23,SAS,81,14,20.8,4.1,9.4,0.437,0.2,0.6,0.298,4,8.9,0.446,0.446,1.9,2.4,0.801,0.7,1.4,2.1,3.6,0.8,0,1.5,1.5,10.3
67,Darren Daye\dayeda01,SF,26,TOT,62,2,11.8,1.6,3.3,0.5,0,0,,1.6,3.3,0.5,0.5,0.5,1,0.523,0.6,1.4,2,1.2,0.4,0.1,0.9,1.6,3.8
67,Darren Daye\dayeda01,SF,26,CHI,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,1,2,0
67,Darren Daye\dayeda01,SF,26,BOS,61,2,11.9,1.7,3.3,0.5,0,0,,1.7,3.3,0.5,0.5,0.6,1.1,0.523,0.6,1.4,2,1.2,0.4,0.1,0.9,1.6,3.9
68,James Donaldson\donalja01,C,29,DAL,82,82,36.9,3.8,6.5,0.586,0,0,,3.8,6.5,0.586,0.586,3.3,4,0.812,3.6,8.3,11.9,0.8,0.6,1.7,1.3,2.3,10.8
69,Bruce Douglas\douglbr01,SG,22,SAC,8,1,12.3,0.9,3,0.292,0,0.1,0,0.9,2.9,0.304,0.292,0,0.5,0,0.6,1.1,1.8,2.1,1.1,0,1.1,1.1,1.8
70,Greg Dreiling\dreilgr01,C,24,IND,24,0,5.3,0.7,1.5,0.432,0,0,,0.7,1.5,0.432,0.432,0.4,0.5,0.833,0.5,1.3,1.8,0.3,0.1,0.1,0.3,1.8,1.8
71,Larry Drew\drewla01,PG,28,LAC,60,22,26.1,4.9,11.4,0.432,0.2,1.2,0.167,4.7,10.2,0.463,0.441,2.3,2.8,0.837,0.4,1.3,1.7,5.4,1,0,2.5,1.8,12.4
72,Clyde Drexler*\drexlcl01,SG,24,POR,82,82,38,8.6,17.2,0.502,0.1,0.6,0.234,8.5,16.6,0.511,0.506,4.4,5.7,0.76,2.8,3.5,6.3,6.9,2.5,0.9,3.1,3.4,21.7
73,Kevin Duckworth\duckwke01,C,22,TOT,65,1,13.5,2,4.2,0.476,0,0,0,2,4.2,0.478,0.476,1.4,2.1,0.687,1.2,2.3,3.4,0.4,0.3,0.3,1.2,3,5.4
73,Kevin Duckworth\duckwke01,C,22,SAS,14,1,8.7,1.3,3.2,0.4,0,0,,1.3,3.2,0.4,0.4,0.6,1,0.643,0.9,1.3,2.2,0.4,0.4,0.2,0.3,1.9,3.2
73,Kevin Duckworth\duckwke01,C,22,POR,51,0,14.8,2.2,4.5,0.491,0,0,0,2.2,4.5,0.493,0.491,1.6,2.4,0.692,1.2,2.5,3.8,0.5,0.3,0.4,1.5,3.2,6
74,Joe Dumars*\dumarjo01,SG,23,DET,79,75,30.9,4.7,9.5,0.493,0.1,0.3,0.409,4.6,9.2,0.495,0.499,2.3,3.1,0.748,0.6,1.5,2.1,4.5,1.1,0.1,2.2,2.5,11.8
75,T.R. Dunn\dunntr01,SG,31,DEN,81,53,23.9,1.5,3.4,0.428,0,0,0,1.5,3.4,0.431,0.428,0.4,0.7,0.655,1.1,2.1,3.3,1.8,1.2,0.3,0.4,2,3.4
76,Mark Eaton\eatonma01,C,30,UTA,79,79,31.7,3,7.4,0.4,0,0,,3,7.4,0.4,0.4,1.8,2.7,0.657,2.7,6.2,8.8,1.3,0.5,4.1,1.8,3.5,7.7
77,Jerry Eaves\eavesje01,PG,27,SAC,3,0,8.7,0.3,2.7,0.125,0,0,,0.3,2.7,0.125,0.125,0.7,0.7,1,0.3,0,0.3,0,0.3,0,0.7,2,1.3
78,Franklin Edwards\edwarfr01,PG,27,SAC,8,0,15.3,1.1,4,0.281,0,0.5,0,1.1,3.5,0.321,0.281,1.3,1.8,0.714,0.3,1,1.3,3.6,0.6,0,2.1,0.9,3.5
79,James Edwards\edwarja01,C,31,PHO,14,9,21.7,4.1,7.9,0.518,0,0,,4.1,7.9,0.518,0.518,3.9,5,0.771,1.4,2.9,4.3,1.4,0.4,0.5,1.1,3,12
80,Craig Ehlo\ehlocr01,SG,25,CLE,44,15,20.2,2.3,5.4,0.414,0.1,0.7,0.172,2.1,4.8,0.448,0.425,1.6,2.3,0.707,1.3,2.4,3.7,2.1,0.9,0.7,1.4,1.8,6.2
81,Dale Ellis\ellisda01,SG,26,SEA,82,76,37.5,9.6,18.5,0.516,1,2.9,0.358,8.5,15.6,0.546,0.545,4.7,6,0.787,2.3,3.2,5.5,2.9,1.3,0.4,2.9,3.3,24.9
82,Chris Engler\englech01,C,27,TOT,30,0,6.5,0.8,1.7,0.451,0,0,,0.8,1.7,0.451,0.451,0.4,0.5,0.75,0.8,1.1,1.9,0.3,0.2,0.4,0.4,1.1,1.9
82,Chris Engler\englech01,C,27,POR,7,0,2.4,0.6,1.1,0.5,0,0,,0.6,1.1,0.5,0.5,0.4,0.4,1,0.9,0.3,1.1,0.1,0.1,0.1,0.3,0,1.6
82,Chris Engler\englech01,C,27,MIL,5,0,9.6,0.6,2.4,0.25,0,0,,0.6,2.4,0.25,0.25,0.2,0.2,1,0.6,2.6,3.2,0.6,0.2,0.2,0,2,1.4
82,Chris Engler\englech01,C,27,NJN,18,0,7.2,0.9,1.7,0.516,0,0,,0.9,1.7,0.516,0.516,0.4,0.7,0.667,0.8,1.1,1.8,0.2,0.2,0.5,0.6,1.3,2.2
83,Alex English*\englial01,SF,33,DEN,82,82,37.6,11.8,23.4,0.503,0,0.2,0.267,11.7,23.2,0.504,0.504,5,5.9,0.844,1.8,2.4,4.2,5.1,0.9,0.3,2.6,2.6,28.6
84,Julius Erving*\ervinju01,SF,36,PHI,60,60,32,6.7,14.2,0.471,0.2,0.9,0.264,6.4,13.3,0.484,0.479,3.2,3.9,0.813,1.9,2.5,4.4,3.2,1.3,1.6,2.6,2.3,16.8
85,Mike Evans\evansmi01,SG,31,DEN,81,4,19.3,4.1,9,0.458,0.7,2.1,0.314,3.5,6.9,0.502,0.495,1.2,1.5,0.78,0.4,1.1,1.6,2.3,1,0.1,1.3,1.8,10.1
86,Patrick Ewing*\ewingpa01,PF,24,NYK,63,63,35,8.4,16.7,0.503,0,0.1,0,8.4,16.6,0.507,0.503,4.7,6.6,0.713,2.5,6.3,8.8,1.7,1.4,2.3,3.6,3.9,21.5
87,Dave Feitl\feitlda01,C,24,HOU,62,1,8,1.4,3.3,0.436,0,0,0,1.4,3.2,0.438,0.436,0.9,1.1,0.746,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1.3,3.7
88,Kenny Fields\fieldke01,SF,24,TOT,48,17,18.4,3.3,7.3,0.452,0.1,0.3,0.25,3.3,7.1,0.459,0.456,1.5,2,0.777,1.3,1.8,3.1,1.3,0.7,0.2,1.1,2.6,8.2
88,Kenny Fields\fieldke01,SF,24,MIL,4,0,5.5,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0.3,1.3,0.2,0,0.5,0.5,0.3,0.3,0,0.3,0.8,3.3
88,Kenny Fields\fieldke01,SF,24,LAC,44,17,19.6,3.5,7.8,0.445,0.1,0.3,0.25,3.4,7.5,0.452,0.449,1.6,2,0.809,1.4,1.9,3.3,1.4,0.7,0.3,1.2,2.7,8.7
89,Vern Fleming\flemive01,PG,24,IND,82,82,31.1,4.5,8.9,0.509,0,0.1,0.2,4.5,8.7,0.513,0.51,2.9,3.7,0.788,1.3,2.7,4.1,5.8,1.3,0.2,2,2.7,12
90,Sleepy Floyd\floydsl01,PG,26,GSW,82,82,37.4,6.1,12.6,0.488,0.9,2.3,0.384,5.2,10.2,0.512,0.524,5.6,6.5,0.86,0.7,2.6,3.3,10.3,1.8,0.2,3.4,2.4,18.8
91,World B. Free\freewo01,SG,33,PHI,20,2,14.3,2,6.2,0.317,0.1,0.5,0.222,1.9,5.7,0.325,0.325,1.8,2.4,0.766,0.3,0.7,1,1.5,0.3,0.2,0.9,1.3,5.8
92,Kenny Gattison\gattike01,PF,22,PHO,77,14,14.3,1.9,4,0.476,0,0,0,1.9,4,0.481,0.476,1.4,2.2,0.632,1.1,2.4,3.5,0.5,0.3,0.4,1.1,2.3,5.2
93,Artis Gilmore*\gilmoar01,C,37,SAS,82,74,29.3,4.2,7.1,0.597,0,0,,4.2,7.1,0.597,0.597,3,4.3,0.68,2.3,4.8,7.1,1.8,0.5,1.2,2.2,2.9,11.4
94,Mike Glenn\glennmi01,SG,31,MIL,4,0,8.5,1.3,3.3,0.385,0,0,,1.3,3.3,0.385,0.385,1.3,1.8,0.714,0,0.5,0.5,0.3,0.3,0,0,0.8,3.8
95,Mike Gminski\gminsmi01,C,27,NJN,72,66,31.6,6,13.2,0.457,0,0,,6,13.2,0.457,0.457,4.3,5.1,0.846,2.7,6.1,8.8,1.4,0.7,1,1.8,2.2,16.4
96,Grant Gondrezick\gondrgr01,SG,24,PHO,64,1,13.1,2.1,4.7,0.45,0.1,0.3,0.235,2,4.4,0.463,0.457,1.2,1.7,0.701,0.7,1,1.7,1.3,0.4,0.1,0.9,1.4,5.5
97,Lancaster Gordon\gordola01,SG,24,LAC,70,4,16.1,3.2,7.8,0.406,0.2,0.7,0.292,3,7.1,0.416,0.418,1,1.4,0.737,0.9,0.9,1.8,2,0.9,0.2,1.5,1.5,7.5
98,Stewart Granger\grangst01,PG,25,NYK,15,0,11.1,1.3,3.6,0.37,0,0.2,0,1.3,3.4,0.392,0.37,0.6,0.7,0.818,0.4,0.7,1.1,1.8,0.5,0.1,1.5,1.1,3.3
99,Stuart Gray\grayst01,C,23,IND,55,1,8.3,0.7,1.8,0.406,0,0,,0.7,1.8,0.406,0.406,0.5,0.7,0.718,0.7,1.6,2.3,0.5,0.2,0.5,0.7,1.7,2
100,A.C. Green\greenac01,PF,23,LAL,79,72,28.4,4,7.4,0.538,0,0.1,0,4,7.4,0.543,0.538,2.8,3.6,0.78,2.7,5.1,7.8,1.1,0.9,1,1.3,2.2,10.8
101,Kenny Green\greenke02,SF,22,PHI,19,0,9.1,1.3,3.7,0.357,0,0,,1.3,3.7,0.357,0.357,0.7,1,0.737,0.3,1.2,1.5,0.4,0.2,0.1,0.8,0.4,3.4
102,Rickey Green\greenri01,PG,32,UTA,81,80,25.8,3.7,8,0.467,0.1,0.2,0.368,3.6,7.7,0.47,0.473,2.1,2.6,0.827,0.5,1.5,2,6.7,1.4,0,1.6,1.3,9.6
