Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,Greg Ballard\ballagr01,SF,30,WSB,82,77,32.5,5.7,11.9,0.48,0.2,0.6,0.304,5.5,11.4,0.488,0.487,1.5,1.8,0.795,1.8,4.6,6.5,2.5,1.2,0.4,1.3,2.7,13.1
12,Gene Banks\banksge01,SF,25,SAS,82,41,25.5,3.5,6,0.586,0,0,0.333,3.5,6,0.588,0.587,2.4,3.1,0.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,2.7,9.5
13,Ken Bannister\bannike01,PF,24,NYK,75,50,18.7,2.8,5.9,0.47,0,0,,2.8,5.9,0.47,0.47,1.2,2.6,0.474,1.4,3,4.4,0.5,0.5,0.5,1.9,3.7,6.8
14,Charles Barkley*\barklch01,PF,21,PHI,82,60,28.6,5.2,9.5,0.545,0,0.1,0.167,5.2,9.5,0.548,0.546,3.6,4.9,0.733,3.2,5.3,8.6,1.9,1.2,1,2.5,3.7,14
15,Kent Benson\bensoke01,C,30,DET,72,35,19.5,2.8,5.5,0.506,0,0,0,2.8,5.5,0.51,0.506,1.1,1.3,0.809,1.4,3.1,4.5,1.3,0.7,0.6,0.9,2.9,6.6
16,Larry Bird*\birdla01,SF,28,BOS,80,77,39.5,11.5,22,0.522,0.7,1.6,0.427,10.8,20.4,0.529,0.538,5,5.7,0.882,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7
17,Otis Birdsong\birdsot01,SG,29,NJN,56,45,32.9,8.8,17.3,0.511,0.1,0.4,0.19,8.8,16.9,0.518,0.513,2.9,4.6,0.622,1.1,1.6,2.6,4.1,1.5,0.1,2.1,2.6,20.6
18,Rolando Blackman\blackro01,SG,25,DAL,81,80,35,7.7,15.2,0.508,0.1,0.2,0.3,7.6,14.9,0.512,0.511,4.2,5.1,0.828,1.3,2.4,3.7,3.6,0.8,0.2,2,1.2,19.7
19,Cory Blackwell\blackco01,SF,21,SEA,60,0,9.2,1.5,4,0.367,0,0,0,1.5,3.9,0.37,0.367,0.5,0.9,0.509,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0.9,3.4
20,Sam Bowie\bowiesa01,C,23,POR,76,62,29.2,3.9,7.3,0.537,0,0,,3.9,7.3,0.537,0.537,2.1,3,0.711,2.7,5.9,8.6,2.8,0.7,2.7,2.3,3.7,10
21,Dudley Bradley\bradldu01,SG,27,WSB,73,24,16.9,1.9,4.1,0.475,0.3,0.9,0.313,1.7,3.2,0.519,0.508,0.7,1.1,0.684,0.5,1.4,1.8,2.4,1.3,0.3,1.2,2.1,4.9
22,Mike Bratz\bratzmi01,PG,29,GSW,56,6,13.3,1.9,4.5,0.424,0.1,0.5,0.231,1.8,4,0.446,0.436,1.2,1.5,0.841,0.2,0.8,1,2.2,0.8,0.1,1,1.4,5.1
23,Randy Breuer\breuera01,C,24,MIL,78,0,13.9,2.1,4.1,0.511,0,0,,2.1,4.1,0.511,0.511,1.1,1.6,0.701,1.2,2.1,3.3,0.5,0.3,1.1,0.8,2.3,5.3
24,Ron Brewer\brewero01,SG,29,TOT,20,0,16.3,3.1,5.9,0.525,0,0.1,0,3.1,5.8,0.534,0.525,1.2,1.3,0.92,0.5,0.6,1.1,0.9,0.3,0.3,0.5,1.2,7.4
24,Ron Brewer\brewero01,SG,29,SAS,9,0,9,1.4,3.8,0.382,0,0,,1.4,3.8,0.382,0.382,0.8,0.8,1,0.1,0.2,0.3,0.7,0.1,0.1,0.4,0.9,3.7
24,Ron Brewer\brewero01,SG,29,NJN,11,0,22.3,4.5,7.6,0.583,0,0.2,0,4.5,7.5,0.598,0.583,1.5,1.6,0.889,0.7,0.9,1.6,1,0.5,0.5,0.5,1.4,10.4
25,Frank Brickowski\brickfr01,C,25,SEA,78,9,14.3,1.9,3.9,0.492,0,0.1,0,1.9,3.9,0.498,0.492,1.1,1.6,0.669,1,2.4,3.3,1.3,0.4,0.2,1.3,2.2,4.9
26,Junior Bridgeman\bridgju01,SF,31,LAC,80,15,25.5,5.8,12.4,0.465,0.2,0.5,0.359,5.6,11.9,0.469,0.472,2.3,2.6,0.879,0.7,2.2,2.9,2.1,0.6,0.2,1.5,1.6,13.9
27,Rickey Brown\brownri01,C,26,ATL,69,5,11.8,1.1,2.8,0.406,0,0,,1.1,2.8,0.406,0.406,0.6,1,0.574,1.1,2.1,3.2,0.4,0.3,0.3,0.7,1.7,2.8
28,Tony Brown\brownto01,SF,24,IND,82,26,19.3,2.6,5.7,0.46,0,0.1,0,2.6,5.6,0.466,0.46,1.4,2.1,0.678,1.8,1.7,3.5,1.9,0.7,0.1,1.4,2.6,6.6
29,Wallace Bryant\bryanwa01,C,25,DAL,56,35,15.4,1.2,2.6,0.453,0,0,,1.2,2.6,0.453,0.453,0.5,0.8,0.682,1.3,3,4.3,1.5,0.4,0.4,0.8,2,2.9
30,Quinn Buckner\bucknqu01,PG,30,BOS,75,6,11.4,1,2.6,0.383,0,0,0,1,2.6,0.385,0.383,0.4,0.7,0.64,0.3,0.8,1.2,2,0.8,0,0.9,1.9,2.4
31,Steve Burtt\burttst01,SG,22,GSW,47,0,8.9,1.5,4,0.383,0,0,0,1.5,4,0.385,0.383,1.1,1.6,0.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2
32,Don Buse\busedo01,PG,34,KCK,65,14,14.4,1.3,3.1,0.404,0.5,1.3,0.356,0.8,1.8,0.44,0.48,0.4,0.5,0.767,0.3,0.6,0.9,3.1,0.6,0,0.7,1.2,3.4
33,Michael Cage\cagemi01,PF,23,LAC,75,41,21.5,2.9,5.3,0.543,0,0,,2.9,5.3,0.543,0.543,1.3,1.8,0.737,1.7,3.5,5.2,0.7,0.5,0.4,1.1,2.2,7.1
34,Tony Campbell\campbto01,SF,22,DET,56,0,11.2,2.3,4.7,0.496,0,0,0,2.3,4.7,0.498,0.496,1,1.3,0.8,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1.9,5.6
35,Rick Carlisle\carliri01,SG,25,BOS,38,0,4.7,0.7,1.8,0.388,0,0.1,0,0.7,1.7,0.4,0.388,0.4,0.4,0.882,0.2,0.3,0.6,0.7,0.1,0,0.5,0.6,1.8
36,Antoine Carr\carran01,PF,23,ATL,62,15,19.3,3.2,6,0.528,0,0.1,0.333,3.2,6,0.531,0.531,1.6,2.1,0.789,1.3,2.5,3.7,1.3,0.5,1.3,1.7,3.5,8
37,Kenny Carr\carrke01,PF,29,POR,48,30,23.3,4,7.6,0.523,0,0.1,0,4,7.5,0.528,0.523,2.5,3.4,0.72,1.9,4.9,6.7,1.2,0.5,0.4,2.1,2.9,10.4
38,M.L. Carr\carrml01,SF,34,BOS,47,0,8.4,1.3,3.2,0.416,0.2,0.5,0.391,1.1,2.7,0.421,0.446,0.4,0.4,1,0.4,0.5,0.9,0.5,0.4,0.1,0.5,0.9,3.2
39,Butch Carter\cartebu01,SG,26,NYK,69,11,18.5,3.1,6.9,0.45,0.2,0.6,0.256,2.9,6.3,0.469,0.461,1.6,1.9,0.813,0.5,0.9,1.4,2.4,0.8,0.1,1.6,2.2,7.9
40,Howard Carter\carteho01,SG,23,DAL,11,0,6,0.4,2.1,0.174,0,0.3,0,0.4,1.8,0.2,0.174,0.1,0.1,1,0.1,0.2,0.3,0.4,0.1,0,0.7,0.4,0.8
41,Harvey Catchings\catchha01,C,33,LAC,70,14,15,1,2.1,0.483,0,0,0,1,2.1,0.486,0.483,0.8,1.3,0.663,1.3,2.5,3.7,0.2,0.2,0.8,0.8,2.3,2.9
42,Ron Cavenall\cavenro01,C,25,NYK,53,2,12.3,0.5,1.6,0.326,0,0,,0.5,1.6,0.326,0.326,0.4,0.7,0.564,1,2.1,3.1,0.4,0.2,0.8,0.8,2.3,1.5
43,Tom Chambers\chambto01,PF,25,SEA,81,60,36.1,7.8,16.1,0.483,0.1,0.3,0.273,7.7,15.8,0.487,0.485,5.9,7,0.832,2,5.1,7.1,2.6,0.9,0.7,3.2,3.9,21.5
44,Maurice Cheeks*\cheekma01,PG,28,PHI,78,78,33.5,5.4,9.5,0.57,0.1,0.3,0.231,5.3,9.2,0.582,0.574,2.2,2.6,0.879,0.7,2.1,2.8,6.4,2.2,0.3,2,2.4,13.1
45,Carlos Clark\clarkca01,SG,24,BOS,62,3,9.1,1,2.5,0.421,0,0.1,0,1,2.4,0.435,0.421,0.7,0.9,0.774,0.5,0.6,1.1,0.8,0.6,0,0.7,1.1,2.7
46,Don Collins\collido02,SG,26,WSB,11,0,8.3,1.1,3.1,0.353,0,0,,1.1,3.1,0.353,0.353,0.7,0.8,0.889,0.9,0.8,1.7,0.6,0.6,0.4,0.7,0.5,2.9
47,Steve Colter\coltest01,PG,22,POR,78,22,18.7,2.8,6.1,0.453,0.3,0.9,0.351,2.4,5.2,0.471,0.48,1.3,1.7,0.754,0.5,1.4,1.9,3.1,1,0.1,1.4,1.8,7.1
48,Lester Conner\connele01,PG,25,GSW,79,49,28.6,3.1,6.9,0.451,0.1,0.3,0.2,3.1,6.7,0.46,0.454,1.8,2.4,0.75,1.1,2,3.1,4.7,2,0.2,1.7,1.7,8.1
49,Darwin Cook\cookda01,PG,26,NJN,58,9,18.3,3.7,7.8,0.468,0,0.4,0.087,3.6,7.4,0.488,0.47,0.8,0.9,0.87,0.4,1.2,1.6,2.8,1.3,0.2,1.3,1.7,8.2
50,Jeff Cook\cookje01,PF,28,TOT,72,5,17.9,1.9,3.9,0.495,0,0,0,1.9,3.9,0.496,0.495,0.7,0.9,0.734,1.7,2.7,4.4,0.9,0.4,0.3,0.7,2.8,4.5
50,Jeff Cook\cookje01,PF,28,CLE,18,3,24.4,2.6,5.8,0.438,0,0.1,0,2.6,5.8,0.442,0.438,0.9,1.5,0.63,2.3,3.5,5.8,1.3,0.3,0.5,0.9,2.9,6.1
50,Jeff Cook\cookje01,PF,28,SAS,54,2,15.7,1.7,3.2,0.529,0,0,,1.7,3.2,0.529,0.529,0.6,0.7,0.811,1.5,2.4,3.9,0.7,0.5,0.3,0.6,2.8,4
51,Joe Cooper\coopejo01,C,27,SEA,3,1,15,2.3,5,0.467,0,0,,2.3,5,0.467,0.467,1,2,0.5,1,2,3,0.7,0.7,0.3,0,2.3,5.7
52,Michael Cooper\coopemi01,SG,28,LAL,82,20,26.7,3.4,7.2,0.465,0.4,1.5,0.285,2.9,5.7,0.513,0.495,1.4,1.6,0.865,0.7,2.4,3.1,5.2,1.1,0.6,1.9,2.5,8.6
53,Wayne Cooper\coopewa01,C,28,DEN,80,78,25.4,5.1,10.7,0.472,0,0,0,5.1,10.7,0.473,0.472,2,2.9,0.685,2.9,5,7.9,1.1,0.4,2.5,1.9,3.8,12.1
54,Dave Corzine\corzida01,C,28,CHI,82,50,25.1,3.4,6.9,0.486,0,0,0,3.4,6.9,0.487,0.486,1.8,2.4,0.745,1.6,3.6,5.1,1.7,0.4,0.8,1.5,2.3,8.5
55,Charlie Criss\crissch01,PG,36,ATL,4,2,28.8,1.8,4.3,0.412,0,0.5,0,1.8,3.8,0.467,0.412,1,1.5,0.667,0.5,3,3.5,5.5,0.8,0,2.8,1.3,4.5
56,Pat Cummings\cummipa01,C,28,NYK,63,63,32.8,6.5,12.7,0.514,0,0.1,0,6.5,12.6,0.517,0.514,2.8,3.6,0.78,2.2,6,8.2,1.7,0.8,0.3,2.6,3.9,15.8
57,Terry Cummings\cummite01,PF,23,MIL,79,78,34.5,9.6,19.4,0.495,0,0,0,9.6,19.4,0.496,0.495,4.3,5.9,0.741,3.1,6,9.1,2.9,1.5,0.8,2.4,3.3,23.6
58,Earl Cureton\curetea01,C,27,DET,81,1,20.3,2.6,5.3,0.484,0,0,0,2.6,5.2,0.487,0.484,1,1.8,0.569,2.1,3.1,5.2,1,0.7,0.5,1.4,2.7,6.1
59,Quintin Dailey\dailequ01,SG,24,CHI,79,0,26.6,6.6,14.1,0.473,0.1,0.4,0.233,6.6,13.7,0.479,0.476,2.6,3.2,0.817,0.7,1.9,2.6,2.4,0.9,0.1,1.9,2.4,16
60,Adrian Dantley*\dantlad01,SF,29,UTA,55,46,35.8,9.3,17.5,0.531,0,0,,9.3,17.5,0.531,0.531,8,9.9,0.804,2.7,3.2,5.9,3.4,1,0.1,3.1,2.4,26.6
61,Brad Davis\davisbr01,PG,29,DAL,82,82,31,3.8,7.5,0.505,0.6,1.4,0.409,3.2,6.1,0.527,0.543,1.9,2.2,0.888,0.5,1.9,2.4,7.1,1.1,0.1,1.5,2.7,10.1
62,Charles Davis\davisch02,SF,26,TOT,61,2,12.7,2.5,5.8,0.43,0,0.2,0.1,2.5,5.7,0.439,0.431,0.8,1,0.823,1,1.5,2.5,0.8,0.4,0.1,0.9,1.9,5.9
62,Charles Davis\davisch02,SF,26,WSB,4,0,7,0.5,2.5,0.2,0,0,,0.5,2.5,0.2,0.2,0.8,1,0.75,0.5,0.5,1,0.3,0.3,0,0.5,0.8,1.8
62,Charles Davis\davisch02,SF,26,MIL,57,2,13.1,2.6,6.1,0.436,0,0.2,0.1,2.6,5.9,0.446,0.438,0.8,1,0.828,1,1.6,2.6,0.9,0.4,0.1,0.9,1.9,6.2
63,Johnny Davis\davisjo01,PG,29,CLE,76,30,25.3,4.4,10.4,0.426,0.2,0.6,0.261,4.3,9.8,0.436,0.434,3.4,3.9,0.85,0.5,1.1,1.6,5.6,0.6,0.1,2,1.8,12.4
64,Walter Davis\daviswa03,SG,30,PHO,23,9,24.8,6,13.4,0.45,0.1,0.4,0.3,5.9,13,0.455,0.455,2.8,3.2,0.877,0.3,1.3,1.5,4.3,0.8,0,2.2,1.8,15
65,Darryl Dawkins\dawkida01,C,28,NJN,39,30,24.9,4.9,8.7,0.566,0,0,0,4.9,8.7,0.568,0.566,3.7,5.2,0.711,1.4,3.2,4.6,1.2,0.4,0.9,2.4,4.4,13.5
66,Darren Daye\dayeda01,SF,24,WSB,80,8,19.7,3.2,6.3,0.512,0,0.1,0.143,3.2,6.2,0.517,0.513,2.2,3.1,0.715,1.2,2.2,3.4,3,0.7,0.2,1.7,2.1,8.7
67,James Donaldson\donalja01,C,27,LAC,82,58,29.2,4.3,6.7,0.637,0,0,,4.3,6.7,0.637,0.637,2.8,3.7,0.749,2,6.1,8.1,0.6,0.3,1.6,2.5,2.6,11.3
68,John Drew\drewjo01,SF,30,UTA,19,16,24.4,5.6,13.7,0.412,0,0.2,0,5.6,13.5,0.418,0.412,4.9,6.4,0.77,1.9,2.4,4.3,1.8,1.2,0.1,2.2,3.4,16.2
69,Larry Drew\drewla01,PG,26,KCK,72,66,33,6.3,12.7,0.501,0.1,0.4,0.25,6.3,12.3,0.508,0.504,2.1,2.7,0.794,0.5,1.7,2.3,6.7,1.3,0.1,2.5,2,14.9
70,Clyde Drexler*\drexlcl01,SG,22,POR,80,43,31.9,7.2,14.5,0.494,0.1,0.5,0.216,7.1,14.1,0.503,0.497,2.8,3.7,0.759,2.7,3.2,6,5.5,2.2,0.9,2.8,3.3,17.2
71,Mike Dunleavy\dunlemi01,PG,30,MIL,19,19,22.8,3.4,7.1,0.474,0.8,2.5,0.34,2.5,4.6,0.545,0.533,1.3,1.5,0.862,0.3,1.3,1.6,4.5,0.8,0.2,2.1,2.9,8.9
72,T.R. Dunn\dunntr01,SG,29,DEN,81,81,28.3,2.2,4.4,0.489,0,0,0,2.2,4.4,0.492,0.489,1,1.4,0.724,2.1,2.7,4.8,1.9,1.7,0.2,0.8,2.6,5.4
73,Devin Durrant\durrade01,SF,24,IND,59,8,12.8,1.9,4.6,0.416,0,0.1,0,1.9,4.6,0.421,0.416,1.2,1.7,0.706,0.8,1.3,2.1,1.4,0.3,0.2,1.3,1.8,5.1
74,Mark Eaton\eatonma01,C,28,UTA,82,82,34.3,3.7,8.2,0.449,0,0,,3.7,8.2,0.449,0.449,2.3,3.3,0.712,2.5,8.8,11.3,1.5,0.4,5.6,2.5,3.8,9.7
75,Jerry Eaves\eavesje01,PG,25,ATL,3,0,12.3,1,2,0.5,0,0,,1,2,0.5,0.5,1.7,2,0.833,0,0,0,1.3,0,0,1.3,2,3.7
76,Kenton Edelin\edelike01,SF,22,IND,10,1,14.3,0.4,1.3,0.308,0,0,,0.4,1.3,0.308,0.308,0.3,0.8,0.375,0.8,1.8,2.6,1,0.5,0.4,0.3,3.9,1.1
77,Franklin Edwards\edwarfr01,PG,25,LAC,16,0,12.4,2.3,4.1,0.545,0,0,,2.3,4.1,0.545,0.545,1.2,1.5,0.792,0.2,0.7,0.9,2.4,1.1,0,1.1,0.6,5.7
78,James Edwards\edwarja01,C,29,PHO,70,58,25.5,5.5,10.9,0.501,0,0,0,5.5,10.9,0.503,0.501,3.9,5.3,0.746,1.4,4.2,5.5,2.2,0.4,0.7,2.3,3.4,14.9
79,Craig Ehlo\ehlocr01,SG,23,HOU,45,0,4.2,0.8,1.5,0.493,0,0.1,0,0.8,1.5,0.515,0.493,0.4,0.7,0.633,0.2,0.4,0.6,0.6,0.2,0.1,0.5,0.6,1.9
80,Dale Ellis\ellisda01,SF,24,DAL,72,4,18.3,3.8,8.4,0.454,0.6,1.5,0.385,3.2,6.9,0.47,0.489,1.1,1.4,0.74,1.4,1.9,3.3,0.8,0.6,0.1,0.8,1.8,9.3
81,Chris Engler\englech01,C,25,TOT,11,0,7.5,0.7,1.8,0.4,0,0,,0.7,1.8,0.4,0.4,0.5,0.8,0.556,1.1,1.6,2.7,0,0.2,0.5,0.2,0.5,1.9
81,Chris Engler\englech01,C,25,NJN,7,0,10.9,1,2.3,0.438,0,0,,1,2.3,0.438,0.438,0.7,1.3,0.556,1.4,2.4,3.9,0,0.3,0.6,0.1,0.6,2.7
81,Chris Engler\englech01,C,25,CHI,3,0,1,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0.3,0.3,0.7,0,0,0,0.3,0.3,0.7
81,Chris Engler\englech01,C,25,MIL,1,0,3,0,2,0,0,0,,0,2,0,0,0,0,,1,0,1,0,0,1,0,0,0
82,Alex English*\englial01,SF,31,DEN,81,81,36.1,11.6,22.4,0.518,0,0.1,0.2,11.6,22.3,0.519,0.518,4.7,5.7,0.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9
83,Julius Erving*\ervinju01,SF,34,PHI,78,78,32.5,7.8,15.8,0.494,0,0.2,0.214,7.8,15.7,0.497,0.495,4.3,5.7,0.765,2.2,3.1,5.3,3,1.7,1.4,2.7,2.6,20
84,Mike Evans\evansmi01,SG,29,DEN,81,0,17.7,4,8.2,0.489,0.7,1.9,0.363,3.3,6.2,0.528,0.532,1.4,1.6,0.863,0.3,1.1,1.5,2.9,0.8,0.1,1.6,2.1,10.1
85,Kenny Fields\fieldke01,SF,22,MIL,51,1,10.5,1.6,3.7,0.44,0,0,,1.6,3.7,0.44,0.44,0.5,0.7,0.75,0.8,0.8,1.6,0.7,0.2,0.2,0.6,1.6,3.8
86,Vern Fleming\flemive01,PG,22,IND,80,65,31.1,5.4,11.5,0.47,0,0.1,0,5.4,11.5,0.472,0.47,3.3,4.2,0.767,1.9,2.2,4,3.1,1.2,0.1,2.5,2.9,14.1
87,Sleepy Floyd\floydsl01,SG,24,GSW,82,82,35,7.4,16.7,0.445,0.5,1.7,0.294,6.9,15,0.462,0.46,4.1,5.1,0.81,0.8,1.7,2.5,5,1.6,0.5,3.1,2.8,19.5
88,Phil Ford\fordph01,PG,28,HOU,25,1,11.6,0.6,1.9,0.298,0,0.2,0,0.6,1.7,0.326,0.298,0.6,0.7,0.889,0.1,1,1.1,2.4,0.2,0,0.7,1.3,1.8
89,Rod Foster\fostero01,PG,24,PHO,79,1,16.7,3.6,8.1,0.45,0.5,1.6,0.325,3.1,6.5,0.48,0.482,1.1,1.4,0.755,0.3,0.7,1,2.4,0.8,0,1.5,2.2,8.8
90,World B. Free\freewo01,SG,31,CLE,71,50,31.7,8.6,18.7,0.459,1,2.7,0.368,7.6,16,0.474,0.485,4.3,5.8,0.749,0.9,2.1,3,4.5,1.1,0.2,2,2.3,22.5
91,Bill Garnett\garnebi02,PF,24,IND,65,13,17.3,2.3,4.8,0.481,0,0,0,2.3,4.7,0.484,0.481,1.8,2.7,0.69,1.5,2.9,4.4,1,0.4,0.2,1.4,3,6.4
92,George Gervin*\gervige01,SG,32,SAS,72,69,29,8.3,16.4,0.508,0,0.1,0,8.3,16.3,0.512,0.508,4.5,5.3,0.844,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2
93,Artis Gilmore*\gilmoar01,C,35,SAS,81,81,34,6.6,10.5,0.623,0,0,0,6.6,10.5,0.624,0.623,6,8,0.749,2.9,7.6,10.4,1.6,0.5,2.1,3,3.8,19.1
94,Mike Glenn\glennmi01,SG,29,ATL,60,5,18.8,3.8,6.5,0.588,0,0,0,3.8,6.4,0.591,0.588,1,1.3,0.816,0.3,1,1.4,2,0.5,0,0.9,1.2,8.6
95,Mike Gminski\gminsmi01,C,25,NJN,81,54,29.9,4.7,10.1,0.465,0,0,0,4.7,10.1,0.465,0.465,3.4,4,0.841,2.8,5,7.8,2,0.5,1.1,1.7,1.7,12.8
96,Lancaster Gordon\gordola01,SG,22,LAC,63,1,10.8,1.7,4.6,0.383,0,0.1,0.222,1.7,4.4,0.388,0.387,0.6,0.8,0.755,0.4,0.6,1,1.4,0.5,0.1,1.1,1,4.1
97,Stewart Granger\grangst01,PG,23,ATL,9,1,10.2,0.7,1.9,0.353,0,0.1,0,0.7,1.8,0.375,0.353,0.4,0.9,0.5,0.1,0.6,0.7,1.3,0.2,0,1.3,1.4,1.8
98,Butch Graves\gravebu01,SG,23,CLE,4,0,2.8,0.5,1.5,0.333,0,0.3,0,0.5,1.3,0.4,0.333,0.3,1.3,0.2,0,0.5,0.5,0.3,0.3,0,0.3,1,1.3
99,Stuart Gray\grayst01,C,21,IND,52,0,7.5,0.7,1.8,0.38,0,0,,0.7,1.8,0.38,0.38,0.6,0.9,0.681,0.6,1.8,2.4,0.3,0.2,0.3,1,1.6,2
100,Rickey Green\greenri01,PG,30,UTA,77,77,31.6,4.9,10.4,0.477,0.1,0.3,0.3,4.9,10.1,0.482,0.481,3,3.5,0.869,0.5,2,2.5,7.8,1.7,0,2.3,1.7,13
101,Sidney Green\greensi02,PF,24,CHI,48,1,15.4,2.3,5.2,0.432,0,0.1,0,2.3,5.1,0.439,0.432,1.6,2,0.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,2.1,6.1
102,Dave Greenwood\greenda01,PF,27,CHI,61,28,25,2.5,5.4,0.458,0,0,0,2.5,5.4,0.459,0.458,1.1,1.5,0.713,1.8,4.6,6.4,1.3,0.6,0.3,1,3.1,6.1
103,Kevin Grevey\greveke01,SF,31,MIL,78,6,15.2,2.4,5.4,0.448,0.1,0.4,0.242,2.3,5,0.465,0.458,1.1,1.4,0.822,0.3,1,1.3,1.2,0.4,0,0.7,1.1,6.1
104,Darrell Griffith\griffda01,SG,26,UTA,78,78,35.6,9.3,20.4,0.457,1.2,3.3,0.358,8.2,17.1,0.476,0.486,2.8,3.8,0.725,1.6,2.8,4.4,3.1,1.7,0.4,3.2,2.3,22.6
105,Ernie Grunfeld\grunfer01,SF,29,NYK,69,0,15.4,2.7,5.6,0.49,0,0.1,0.25,2.7,5.4,0.495,0.492,1.1,1.5,0.74,0.6,1.6,2.2,1.5,0.7,0.1,0.6,1.9,6.6
106,Bob Hansen\hansebo01,SG,24,UTA,54,4,12,2,4.2,0.489,0,0.1,0.143,2,4,0.5,0.491,0.7,1.3,0.556,0.4,0.9,1.3,1.4,0.5,0,0.9,1.6,4.8
107,Bill Hanzlik\hanzlbi01,SF,27,DEN,80,1,20.9,2.8,6.5,0.421,0,0.2,0.067,2.7,6.3,0.432,0.422,2.3,3,0.756,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8
108,Derek Harper\harpede01,PG,23,DAL,82,1,27,4,7.7,0.52,0.3,0.7,0.344,3.8,7,0.538,0.536,1.4,1.9,0.721,0.6,1.9,2.4,4.4,1.8,0.5,1.5,2.4,9.6
109,Scott Hastings\hastisc01,PF,24,ATL,64,1,12.9,1.4,2.9,0.473,0,0,,1.4,2.9,0.473,0.473,1,1.3,0.778,0.9,1.6,2.5,0.7,0.4,0.4,0.8,2.1,3.8
110,Steve Hayes\hayesst01,C,29,PHI,11,0,9.2,0.9,1.6,0.556,0,0,,0.9,1.6,0.556,0.556,0.2,0.4,0.5,1,2.1,3.1,0.1,0.1,0.4,0.2,1.7,2
111,Gerald Henderson\hendege01,PG,29,SEA,79,78,33.5,5.4,11.3,0.479,0.1,0.5,0.237,5.3,10.8,0.49,0.484,2.5,3.2,0.78,0.9,1.5,2.4,7.1,1.8,0.1,2.9,2.5,13.4
112,Rod Higgins\higgiro01,SF,25,CHI,68,5,13.9,1.8,4,0.441,0.1,0.5,0.27,1.6,3.4,0.468,0.459,0.9,1.3,0.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,1.3,4.5
